sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The hunting lodge was full of antlers and horns, but most impressive was the rhino horn hanging on the wall.",horn,subordinate,yes,no,1.6595596075057983,1.6595596075057983,1.6595596075057983,3.4700722694396973,1.2597721815109253,1, horn,True,EleutherAI/pythia-12b,128000,11846072320
"The hunting lodge was full of trophies, but most impressive was the rhino horn hanging on the wall.",horn,subordinate,no,no,1.8940213918685913,1.8940213918685913,1.8940213918685913,3.599959373474121,1.1437956094741821,1, horn,True,EleutherAI/pythia-12b,128000,11846072320
"Jamie wanted to go on a tour of the treasury and the mint, but on Mondays the mint was closed to the public.",mint,subordinate,yes,no,4.540919303894043,4.540919303894043,4.540919303894043,0.5823884010314941,0.211338609457016,1, mint,True,EleutherAI/pythia-12b,128000,11846072320
"Jamie wanted to go on a tour of where money is made, but on Mondays the mint was closed to the public.",mint,subordinate,no,no,10.243099212646484,10.243099212646484,10.243099212646484,2.4072322845458984,0.16630591452121735,1, mint,True,EleutherAI/pythia-12b,128000,11846072320
Pam had to decide whether to fly first-class or coach; she decided to fly coach because the ticket was cheaper.,coach,subordinate,yes,no,0.3013511002063751,0.3013511002063751,0.3013511002063751,3.228286027908325,2.609105348587036,1, coach,True,EleutherAI/pythia-12b,128000,11846072320
Pam had to decide whether or not to fly in first-class; she decided to fly coach because the ticket was cheaper.,coach,subordinate,no,no,1.7090990543365479,1.7090990543365479,1.7090990543365479,3.6880171298980713,2.504607915878296,1, coach,True,EleutherAI/pythia-12b,128000,11846072320
"To tend a hot fire, it's best to use a stick or a poker, but when it's really hot a metal poker can burn you.",poker,subordinate,yes,no,3.0975213050842285,3.0975213050842285,3.0975213050842285,2.560140371322632,2.498746871948242,1, poker,True,EleutherAI/pythia-12b,128000,11846072320
"To tend a hot fire, it's best to use a stick or tool, but when it's really hot a metal poker can burn you.",poker,subordinate,no,no,3.044672966003418,3.044672966003418,3.044672966003418,2.384061336517334,7.166173934936523,1, poker,True,EleutherAI/pythia-12b,128000,11846072320
"Even though the pet store had cute huskies and boxers, John had no difficulty picking the boxer puppy for his son.",boxer,subordinate,yes,no,0.26036757230758667,5.550770938396454,2.775385469198227,1.8164886236190796,3.8920557498931885,2, boxer,True,EleutherAI/pythia-12b,128000,11846072320
"Even though the pet store had many cute puppies, John had no difficulty picking the boxer puppy for his son.",boxer,subordinate,no,no,0.22419250011444092,7.913261294364929,3.9566306471824646,0.6170396208763123,3.7953667640686035,2, boxer,True,EleutherAI/pythia-12b,128000,11846072320
"The president began the meeting with his cabinet and advisors, but only the cabinet was allowed to stay for the end.",cabinet,subordinate,yes,no,4.60402774810791,4.60402774810791,4.60402774810791,2.0815277099609375,1.9366955757141113,1, cabinet,True,EleutherAI/pythia-12b,128000,11846072320
"The president began the meeting with all his advisors, but only the cabinet was allowed to stay for the end.",cabinet,subordinate,no,no,5.350384712219238,5.350384712219238,5.350384712219238,3.6317732334136963,2.3043313026428223,1, cabinet,True,EleutherAI/pythia-12b,128000,11846072320
"Martin saw the perfect engagement ring and wedding band set, but was disappointed when the band was sold out.",band,subordinate,yes,no,3.909714460372925,3.909714460372925,3.909714460372925,1.326167345046997,4.578276634216309,1, band,True,EleutherAI/pythia-12b,128000,11846072320
"Martin saw the perfect engagement ring set, but was disappointed when the band was sold out.",band,subordinate,no,no,5.1464338302612305,5.1464338302612305,5.1464338302612305,1.2465444803237915,5.193539142608643,1, band,True,EleutherAI/pythia-12b,128000,11846072320
"On the flute certain notes are hard to play, but they are not as bad as the same notes on the oboe.",notes,subordinate,yes,yes,0.1681717485189438,0.1681717485189438,0.1681717485189438,0.25147220492362976,0.2731763422489166,1, notes,True,EleutherAI/pythia-12b,128000,11846072320
"On the flute certain sounds are hard to play, but they are not as bad as the same notes on the oboe.",notes,subordinate,no,yes,2.1764402389526367,2.1764402389526367,2.1764402389526367,0.34877675771713257,0.2294425219297409,1, notes,True,EleutherAI/pythia-12b,128000,11846072320
"The sound problem could only be due to either the speaker or the cable, it turned out that the speaker was broken.",speaker,subordinate,yes,no,1.4165832996368408,1.4165832996368408,1.4165832996368408,0.5466170310974121,3.1493945121765137,1, speaker,True,EleutherAI/pythia-12b,128000,11846072320
"The sound problem could only be due to a few things, it turned out that the speaker was broken.",speaker,subordinate,no,no,4.306141376495361,4.306141376495361,4.306141376495361,1.4101923704147339,2.718778371810913,1, speaker,True,EleutherAI/pythia-12b,128000,11846072320
"Erin knew to check the map's legend to figure out what the symbols meant, but there was no legend on her map.",legend,subordinate,yes,no,4.867414951324463,4.867414951324463,4.867414951324463,1.8341447114944458,2.518531560897827,1, legend,True,EleutherAI/pythia-12b,128000,11846072320
"Erin knew to check the map to figure out what the symbols meant, but there was no legend on her map.",legend,subordinate,no,no,8.94233226776123,8.94233226776123,8.94233226776123,2.742391586303711,4.376935005187988,1, legend,True,EleutherAI/pythia-12b,128000,11846072320
"Kayla was hoping to get a condo on the fourth story, but the best they had was the third story so she didn't buy it.",story,subordinate,yes,no,2.8468573093414307,2.8468573093414307,2.8468573093414307,6.842254638671875,0.6654664278030396,1, story,True,EleutherAI/pythia-12b,128000,11846072320
"Kayla was hoping to get a condo on the fourth floor, but the best they had was the third story so she didn't buy it.",story,subordinate,no,no,6.487761974334717,6.487761974334717,6.487761974334717,7.42118501663208,0.6139658689498901,1, story,True,EleutherAI/pythia-12b,128000,11846072320
"No one wants to live near an electrical station or a plant, so the homes next to the plant were vacant.",plant,subordinate,yes,no,2.1640520095825195,2.1640520095825195,2.1640520095825195,2.5190415382385254,6.193789005279541,1, plant,True,EleutherAI/pythia-12b,128000,11846072320
"No one wants to live near manufacturing facilities, so the homes next to the plant were vacant.",plant,subordinate,no,no,2.202592611312866,2.202592611312866,2.202592611312866,2.3474581241607666,4.983948707580566,1, plant,True,EleutherAI/pythia-12b,128000,11846072320
"After hiking Mike had some cuts on his feet and a corn on one toe, after the walk home he had a corn on each foot.",corn,subordinate,yes,no,4.938530921936035,4.938530921936035,4.938530921936035,0.48205119371414185,3.4527995586395264,1, corn,True,EleutherAI/pythia-12b,128000,11846072320
"After hiking Mike had some cuts on his feet, after the walk home he had a corn on each foot.",corn,subordinate,no,no,9.277276039123535,9.277276039123535,9.277276039123535,0.8928899168968201,4.329658031463623,1, corn,True,EleutherAI/pythia-12b,128000,11846072320
"Paul had only seen nuns in black habits, so when he saw a group of nuns in dark blue habits he was very surprised.",habits,subordinate,yes,yes,1.3974159955978394,1.3974159955978394,1.3974159955978394,2.2824928760528564,1.3957206010818481,1, habits,True,EleutherAI/pythia-12b,128000,11846072320
"Paul had only seen nuns in black clothes, so when he saw a group of nuns in dark blue habits he was very surprised.",habits,subordinate,no,yes,1.8749308586120605,1.8749308586120605,1.8749308586120605,2.188676357269287,1.2217673063278198,1, habits,True,EleutherAI/pythia-12b,128000,11846072320
"The dentist suggested a root canal and crown, but Todd could only get a crown because he didn't have much money.",crown,subordinate,yes,no,3.6394622325897217,3.6394622325897217,3.6394622325897217,2.8776612281799316,1.568151593208313,1, crown,True,EleutherAI/pythia-12b,128000,11846072320
"The dentist suggested a few different treatments, but Todd could only get a crown because he didn't have much money.",crown,subordinate,no,no,6.184475898742676,6.184475898742676,6.184475898742676,3.4151272773742676,1.6318786144256592,1, crown,True,EleutherAI/pythia-12b,128000,11846072320
"His lawyer assured him that he could beat the first law suit, but the second law suit would be a challenge.",suit,subordinate,yes,no,0.039875540882349014,0.039875540882349014,0.039875540882349014,1.0340514183044434,0.6877130270004272,1, suit,True,EleutherAI/pythia-12b,128000,11846072320
"His lawyer assured him that he could beat the first case, but the second law suit would be a challenge.",suit,subordinate,no,no,2.941580057144165,2.941580057144165,2.941580057144165,1.4092003107070923,0.6081250905990601,1, suit,True,EleutherAI/pythia-12b,128000,11846072320
"The walls looked ok after the first coat finished drying, but Katie applied a second coat to really make them pop.",coat,subordinate,yes,no,0.29027464985847473,0.29027464985847473,0.29027464985847473,2.1064538955688477,3.9914345741271973,1, coat,True,EleutherAI/pythia-12b,128000,11846072320
"The walls looked ok after the paint finished drying, but Katie applied a second coat to really make them pop.",coat,subordinate,no,no,0.1362123042345047,0.1362123042345047,0.1362123042345047,2.1434760093688965,4.675163745880127,1, coat,True,EleutherAI/pythia-12b,128000,11846072320
"Evan went to the movie premier in hopes of meeting his two favorite stars, but one of the stars didn't show up.",stars,subordinate,yes,yes,0.9731477499008179,0.9731477499008179,0.9731477499008179,2.9938864707946777,0.4254796802997589,1, stars,True,EleutherAI/pythia-12b,128000,11846072320
"Evan went to the movie premier in hopes of meeting his two favorite actors, but one of the stars didn't show up.",stars,subordinate,no,yes,1.3782213926315308,1.3782213926315308,1.3782213926315308,3.0098965167999268,0.4281986951828003,1, stars,True,EleutherAI/pythia-12b,128000,11846072320
"As best man, Kurt's jobs were to hold the rings and give a toast, which was fine except the toast made him nervous.",toast,subordinate,yes,no,2.396211624145508,2.396211624145508,2.396211624145508,4.853508949279785,1.0454633235931396,1, toast,True,EleutherAI/pythia-12b,128000,11846072320
"As best man, Kurt's jobs were to say a few words at the reception, which was fine except the toast made him nervous.",toast,subordinate,no,no,5.933544158935547,5.933544158935547,5.933544158935547,5.619917392730713,0.4480952322483063,1, toast,True,EleutherAI/pythia-12b,128000,11846072320
In early spring Lara plants tulip bulbs and by the middle of spring the bulbs begin to sprout.,bulbs,subordinate,yes,yes,1.6394671201705933,1.6394671201705933,1.6394671201705933,4.273150444030762,0.09942483901977539,1, bulbs,True,EleutherAI/pythia-12b,128000,11846072320
In early spring Lara plants tulips and by the middle of spring the bulbs begin to sprout.,bulbs,subordinate,no,yes,2.8333349227905273,2.8333349227905273,2.8333349227905273,4.3617963790893555,0.10196050256490707,1, bulbs,True,EleutherAI/pythia-12b,128000,11846072320
"When the shepherd lost his supplies and staff, he had to use a stick as his staff that day on the trail.",staff,subordinate,yes,no,0.8388261795043945,0.8388261795043945,0.8388261795043945,7.20918607711792,5.252295017242432,1, staff,True,EleutherAI/pythia-12b,128000,11846072320
"When the shepherd lost his supplies, he had to use a stick as his staff that day on the trail.",staff,subordinate,no,no,2.0697267055511475,2.0697267055511475,2.0697267055511475,7.64412784576416,4.706686973571777,1, staff,True,EleutherAI/pythia-12b,128000,11846072320
"Although the election for department chair was usually very close, this year the chair was elected unanimously.",chair,subordinate,yes,no,4.587863445281982,4.587863445281982,4.587863445281982,1.4673503637313843,3.259650707244873,1, chair,True,EleutherAI/pythia-12b,128000,11846072320
"Although the election for department head was usually very close, this year the chair was elected unanimously",chair,subordinate,no,no,6.871877670288086,6.871877670288086,6.871877670288086,2.06742000579834,3.1037845611572266,1, chair,True,EleutherAI/pythia-12b,128000,11846072320
"Emily hated eating food with seeds or a pit, so she was upset to find a pit in the exotic fruit she tried.",pit,subordinate,yes,no,3.5644898414611816,3.5644898414611816,3.5644898414611816,0.4296429753303528,1.9518539905548096,1, pit,True,EleutherAI/pythia-12b,128000,11846072320
"Emily hated eating food with inedible parts inside, so she was upset to find a pit in the exotic fruit she tried.",pit,subordinate,no,no,9.01955509185791,9.01955509185791,9.01955509185791,0.8892274498939514,1.6356635093688965,1, pit,True,EleutherAI/pythia-12b,128000,11846072320
"The ship docked at the port, but the sailors didn't want to stay in the port that evening.",port,dominant,yes,no,2.5650973320007324,2.5650973320007324,2.5650973320007324,5.13547945022583,5.019617080688477,1, port,True,EleutherAI/pythia-12b,128000,11846072320
"The ship docked at the harbor, but the sailors didn't want to stay in the port that evening.",port,dominant,no,no,2.994340181350708,2.994340181350708,2.994340181350708,5.205405235290527,4.8849568367004395,1, port,True,EleutherAI/pythia-12b,128000,11846072320
"The food could be weighed with a balance or scale, but Marcy chose a scale because it was more precise",scale,dominant,yes,no,4.097882270812988,4.097882270812988,4.097882270812988,2.3669273853302,1.016768217086792,1, scale,True,EleutherAI/pythia-12b,128000,11846072320
"The food could be weighed a few different ways, but Marcy chose a scale because it was more precise.",scale,dominant,no,no,3.378720283508301,3.378720283508301,3.378720283508301,3.5255444049835205,0.9219606518745422,1, scale,True,EleutherAI/pythia-12b,128000,11846072320
"The waitress offered them seats at the bar or a table, but the couple chose a table because it was private",table,dominant,yes,no,0.9941131472587585,0.9941131472587585,0.9941131472587585,5.448780059814453,1.3477139472961426,1, table,True,EleutherAI/pythia-12b,128000,11846072320
"The waitress offered them seats at the bar, but the couple chose a table because it was private.",table,dominant,no,no,0.6243028044700623,0.6243028044700623,0.6243028044700623,6.411900997161865,1.5125032663345337,1, table,True,EleutherAI/pythia-12b,128000,11846072320
"Paul had to decide between an emerald or diamond ring, he picked the diamond because his wife liked them best.",diamond,dominant,yes,no,1.8043016195297241,1.8043016195297241,1.8043016195297241,3.1799771785736084,3.688106060028076,1, diamond,True,EleutherAI/pythia-12b,128000,11846072320
"Paul had to decide between many different rings, he picked the diamond because his wife liked them best.",diamond,dominant,no,no,4.990642547607422,4.990642547607422,4.990642547607422,3.867591142654419,4.2923665046691895,1, diamond,True,EleutherAI/pythia-12b,128000,11846072320
"Mark was shocked to discover that although he paid his bills on time, this month his water bill contained a late fee",bill,dominant,yes,no,1.375745415687561,1.375745415687561,1.375745415687561,8.58940601348877,0.666860044002533,1, bill,True,EleutherAI/pythia-12b,128000,11846072320
"Mark was shocked to discover that although he paid on time, this month his water bill contained a late fee.",bill,dominant,no,no,0.6218917369842529,0.6218917369842529,0.6218917369842529,7.839032173156738,0.7008863687515259,1, bill,True,EleutherAI/pythia-12b,128000,11846072320
"Anne was excited because she got a new tennis net and racket for Christmas, but the racket was the wrong size.",racket,dominant,yes,no,3.0398573875427246,3.0398573875427246,3.0398573875427246,1.0300774574279785,4.150388240814209,1, racket,True,EleutherAI/pythia-12b,128000,11846072320
"Anne was excited because she got new tennis equipment for Christmas, but the racket was the wrong size.",racket,dominant,no,no,5.204408645629883,5.204408645629883,5.204408645629883,1.2640873193740845,4.06980562210083,1, racket,True,EleutherAI/pythia-12b,128000,11846072320
"The form could be filled out in pencil or pen, but Kelly used pen so her answers couldn't be accidentally erased.",pen,dominant,yes,no,4.472804069519043,4.472804069519043,4.472804069519043,3.554046630859375,4.099643707275391,1, pen,True,EleutherAI/pythia-12b,128000,11846072320
"The form could be filled out with any utensil, but Kelly used pen so her answers couldn't be accidentally erased.",pen,dominant,no,no,7.59604024887085,7.59604024887085,7.59604024887085,8.563135147094727,3.7262327671051025,1, pen,True,EleutherAI/pythia-12b,128000,11846072320
"Carl brought a frisbee and a ball to the park, but his dog only wanted to play with the ball that day",ball,dominant,yes,no,1.8498809337615967,1.8498809337615967,1.8498809337615967,6.609816551208496,2.585883140563965,1, ball,True,EleutherAI/pythia-12b,128000,11846072320
"Carl brought many toys to play fetch in the park, but his dog only wanted to play with the ball that day.",ball,dominant,no,no,2.013380289077759,2.013380289077759,2.013380289077759,3.3474457263946533,6.320861339569092,1, ball,True,EleutherAI/pythia-12b,128000,11846072320
"When he saw that the bank was closed, Peter went to get coffee before going to the bank to cash his check.",bank,dominant,yes,no,1.0346728563308716,1.0346728563308716,1.0346728563308716,2.018892526626587,3.365064859390259,1, bank,True,EleutherAI/pythia-12b,128000,11846072320
"When he saw that the teller line was long, Peter went to get coffee before going to the bank to cash his check.",bank,dominant,no,no,1.8608403205871582,1.8608403205871582,1.8608403205871582,2.4732279777526855,2.254763126373291,1, bank,True,EleutherAI/pythia-12b,128000,11846072320
"Carly was trying to connect the battery to the proper wire, but she grabbed the wrong wire and got shocked.",wire,dominant,yes,no,2.153975486755371,2.153975486755371,2.153975486755371,1.2433744668960571,3.9846065044403076,1, wire,True,EleutherAI/pythia-12b,128000,11846072320
"Carly was trying to connect the battery properly, but she grabbed the wrong wire and got shocked.",wire,dominant,no,no,1.848809838294983,1.848809838294983,1.848809838294983,1.3911693096160889,3.604076623916626,1, wire,True,EleutherAI/pythia-12b,128000,11846072320
"In the city you hear many car alarms and horns, but the car horns are less annoying because they are quieter.",horns,dominant,yes,yes,1.3045768737792969,1.3045768737792969,1.3045768737792969,0.8264334201812744,5.237859725952148,1, horns,True,EleutherAI/pythia-12b,128000,11846072320
"In the city you hear many loud sounds, but the car horns are less annoying because they are quieter.",horns,dominant,no,yes,2.632206439971924,2.632206439971924,2.632206439971924,0.7865856885910034,6.048810958862305,1, horns,True,EleutherAI/pythia-12b,128000,11846072320
"Shannon offered him candy or a mint, but he picked a mint because his breath was terrible.",mint,dominant,yes,no,3.601539373397827,3.601539373397827,3.601539373397827,4.419059753417969,3.7169055938720703,1, mint,True,EleutherAI/pythia-12b,128000,11846072320
"Shannon offered him multiple candies, but he picked a mint because his breath was terrible.",mint,dominant,no,no,4.097339630126953,4.097339630126953,4.097339630126953,5.401284217834473,3.8675458431243896,1, mint,True,EleutherAI/pythia-12b,128000,11846072320
"Eric gave permission slips to both his teacher and coach, but his strict coach refused to let him miss practice.",coach,dominant,yes,no,2.2070300579071045,2.2070300579071045,2.2070300579071045,2.7396748065948486,0.29477155208587646,1, coach,True,EleutherAI/pythia-12b,128000,11846072320
"Eric gave permission slips to his school authorities, but his strict coach refused to let him miss practice.",coach,dominant,no,no,7.6840715408325195,7.6840715408325195,7.6840715408325195,2.6737136840820312,0.3891077935695648,1, coach,True,EleutherAI/pythia-12b,128000,11846072320
"The teens knew how to play rummy or poker, but they decided to play poker because they wanted to win money.",poker,dominant,yes,no,3.072235107421875,3.072235107421875,3.072235107421875,2.89654803276062,1.342543125152588,1, poker,True,EleutherAI/pythia-12b,128000,11846072320
"The teens knew how to play a few card games, but they decided to play poker because they wanted to win money.",poker,dominant,no,no,2.665966033935547,2.665966033935547,2.665966033935547,3.4483742713928223,1.2981414794921875,1, poker,True,EleutherAI/pythia-12b,128000,11846072320
"Scott was a wrestler and a boxer when he was young, but being a boxer gave him arthritis.",boxer,dominant,yes,no,0.0006623457884415984,2.9187557887053117,1.4593778943526559,4.559060096740723,0.10813558101654053,2, boxer,True,EleutherAI/pythia-12b,128000,11846072320
"Scott was a wrestler and a fighter when he was young, but being a boxer gave him arthritis.",boxer,dominant,no,no,0.0007830176036804914,4.927138379542157,2.4635691897710785,4.213412761688232,0.0481090322136879,2, boxer,True,EleutherAI/pythia-12b,128000,11846072320
"The builder was supposed to put in the new kitchen counter and cabinets, but the selected cabinet style was sold out.",cabinet,dominant,yes,yes,2.628422260284424,2.628422260284424,2.628422260284424,3.128070831298828,1.1334662437438965,1, cabinet,True,EleutherAI/pythia-12b,128000,11846072320
"The builder was supposed to put in the new kitchen, but the selected cabinet style was sold out.",cabinet,dominant,no,yes,4.233915328979492,4.233915328979492,4.233915328979492,3.92116117477417,1.1472110748291016,1, cabinet,True,EleutherAI/pythia-12b,128000,11846072320
"Mark's favorite band was playing in his town, but back stage passes to meet the band members were sold out.",band,dominant,yes,no,0.24350088834762573,0.24350088834762573,0.24350088834762573,4.026735782623291,0.4788569509983063,1, band,True,EleutherAI/pythia-12b,128000,11846072320
"Mark's favorite music group was playing in his town, but back stage passes to meet the band members were sold out.",band,dominant,no,no,0.47588875889778137,0.47588875889778137,0.47588875889778137,3.6659469604492188,0.4485514163970947,1, band,True,EleutherAI/pythia-12b,128000,11846072320
"Maddy always paid attention and took notes, but when she was sick she had to get a copy of the notes from her friend.",notes,dominant,yes,yes,2.1413357257843018,2.1413357257843018,2.1413357257843018,1.4381206035614014,1.8682390451431274,1, notes,True,EleutherAI/pythia-12b,128000,11846072320
"Maddy always paid attention and took notes, but when she was sick she had to get a copy of the notes from her friend.",notes,dominant,no,yes,2.1413357257843018,2.1413357257843018,2.1413357257843018,1.4381206035614014,1.8682390451431274,1, notes,True,EleutherAI/pythia-12b,128000,11846072320
"Marge was responsible for finding a graduation speaker, so when the speaker canceled last minute she was fired.",speaker,dominant,yes,no,5.090658664703369,5.090658664703369,5.090658664703369,4.589177131652832,3.783400058746338,1, speaker,True,EleutherAI/pythia-12b,128000,11846072320
"Marge was responsible for organizing the graduation ceremony, so when the speaker canceled last minute she was fired.",speaker,dominant,no,no,7.138933181762695,7.138933181762695,7.138933181762695,6.729913711547852,4.260066032409668,1, speaker,True,EleutherAI/pythia-12b,128000,11846072320
"For class the kids had to write a poem or a legend, but everyone wrote a legend because it was easier.",legend,dominant,yes,no,3.1320228576660156,3.1320228576660156,3.1320228576660156,4.074187755584717,1.8155896663665771,1, legend,True,EleutherAI/pythia-12b,128000,11846072320
For class the kids had to write some kind of tall-tale; everyone wrote a legend because it was easier.,legend,dominant,no,no,7.405473232269287,7.405473232269287,7.405473232269287,7.070705890655518,2.251798152923584,1, legend,True,EleutherAI/pythia-12b,128000,11846072320
"At night Sue's mom reads her a story before bed, but last night they didn't read a story since she was in trouble.",story,dominant,yes,no,0.40125322341918945,0.40125322341918945,0.40125322341918945,7.972538948059082,2.6473166942596436,1, story,True,EleutherAI/pythia-12b,128000,11846072320
"At night Sue's mom reads her a book before bed, but last night they didn't read a story since she was in trouble.",story,dominant,no,no,4.063356399536133,4.063356399536133,4.063356399536133,7.670729637145996,2.6653897762298584,1, story,True,EleutherAI/pythia-12b,128000,11846072320
"The students forgot to water the flowers and plant, so when they returned from break the plant was dead.",plant,dominant,yes,no,4.079458236694336,4.079458236694336,4.079458236694336,0.6329295635223389,1.1328731775283813,1, plant,True,EleutherAI/pythia-12b,128000,11846072320
"The students forgot to take care of the garden, so when they returned from break the plant was dead.",plant,dominant,no,no,5.269790172576904,5.269790172576904,5.269790172576904,1.212990641593933,1.5138094425201416,1, plant,True,EleutherAI/pythia-12b,128000,11846072320
"The farmer grew potatoes and corn, but he only sold his corn at the local market.",corn,dominant,yes,no,0.983370304107666,0.983370304107666,0.983370304107666,2.5264487266540527,0.5436946153640747,1, corn,True,EleutherAI/pythia-12b,128000,11846072320
"The farmer grew many crops, but he only sold his corn at the local market.",corn,dominant,no,no,2.4281582832336426,2.4281582832336426,2.4281582832336426,3.9770777225494385,0.6117579340934753,1, corn,True,EleutherAI/pythia-12b,128000,11846072320
Addictions and bad habits are hard to overcome because people often don't even realize what bad habit they have.,habit,dominant,yes,no,4.045644760131836,4.045644760131836,4.045644760131836,0.24367648363113403,0.6359895467758179,1, habit,True,EleutherAI/pythia-12b,128000,11846072320
Addictions and bad traits are hard to overcome because people often don't even realize what bad habit they have.,habit,dominant,no,no,7.387772083282471,7.387772083282471,7.387772083282471,0.35423409938812256,0.6856611967086792,1, habit,True,EleutherAI/pythia-12b,128000,11846072320
"The costume looked good with a tiara or crown, but Pam bought a crown because it was really cheap.",crown,dominant,yes,no,4.061237335205078,4.061237335205078,4.061237335205078,4.601387977600098,1.380576252937317,1, crown,True,EleutherAI/pythia-12b,128000,11846072320
"The costume looked good with a tiara, but Pam bought a crown because it was really cheap.",crown,dominant,no,no,3.7934796810150146,3.7934796810150146,3.7934796810150146,4.7907514572143555,1.5087411403656006,1, crown,True,EleutherAI/pythia-12b,128000,11846072320
